iso,unix,id,motive_x,motive_y,motive_z,motive_vx,motive_vy,motive_vz,motive_ax,motive_ay,motive_az,motiveSlow_x,motiveSlow_y,motiveSlow_z,motiveSlow_vx,motiveSlow_vy,motiveSlow_vz,motiveSlow_ax,motiveSlow_ay,motiveSlow_az,atlas_x,atlas_y,atlas_z,atlas_vx,atlas_vy,atlas_vz,atlas_ax,atlas_ay,atlas_az,odom_x,odom_y,odom_z,odom_vx,odom_vy,odom_vz,odom_ax,odom_ay,odom_az,motive_roll,motive_pitch,motive_yaw,motive_qx,motive_qy,motive_qz,motive_qw,odom_roll,odom_pitch,odom_yaw,odom_qx,odom_qy,odom_qz,odom_qw,way_x,way_y,way_z,way_a,pos_ox,pos_oy,pos_lx,pos_ly,pos_px,pos_py,pos_ix,pos_iy,pos_dx,pos_dy,vel_ox,vel_oy,vel_lx,vel_ly,vel_px,vel_py,vel_ix,vel_iy,vel_dx,vel_dy,
2017-02-12_16-31-44,1486917104.443220,1,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2017-02-12_16-31-44,1486917104.444501,1,1.131,0.165,0.966,-0.0054,0.0479,0.0331,0.0465,0.1402,0.0268,1.131,0.164,0.965,-0.0019,0.0450,0.0317,0.1109,-0.0145,-0.0368,1.140,0.290,1.276,0.0420,0.1987,0.2519,0.0000,0.0000,0.0000,-0.035,0.060,0.910,-0.0092,0.0165,0.0793,0.0000,0.0000,0.0000,0.0072,-0.0077,-0.0212,-0.0038,0.0036,-0.0106,-0.9999,0.0168,-0.0093,-0.0181,0.0045,-0.0084,0.0090,0.9999,1.200,1.800,1.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2017-02-12_16-31-44,1486917104.454556,1,1.131,0.165,0.966,-0.0054,0.0479,0.0331,0.0465,0.1402,0.0268,1.131,0.164,0.965,-0.0019,0.0450,0.0317,0.1109,-0.0145,-0.0368,1.140,0.290,1.276,0.0420,0.1987,0.2519,0.0000,0.0000,0.0000,-0.035,0.060,0.910,-0.0092,0.0165,0.0793,0.0000,0.0000,0.0000,0.0072,-0.0077,-0.0212,-0.0038,0.0036,-0.0106,-0.9999,0.0168,-0.0093,-0.0181,0.0045,-0.0084,0.0090,0.9999,1.200,1.800,1.000,0.000,0.036096,0.905950,0.015925,0.399683,0.036096,0.905950,0.000000,0.000000,0.000000,0.000000,0.010044,0.153288,0.010044,0.153288,0.010044,0.153288,0.000000,0.000000,0.000000,0.000000,
2017-02-12_16-31-44,1486917104.464566,1,1.131,0.166,0.966,-0.0027,0.0446,0.0320,0.2623,-0.3301,-0.1115,1.131,0.164,0.965,-0.0019,0.0450,0.0317,0.1109,-0.0145,-0.0368,1.139,0.286,1.274,0.0372,0.1807,0.2455,0.0000,0.0000,0.0000,-0.035,0.060,0.910,-0.0092,0.0165,0.0793,0.0000,0.0000,0.0000,0.0072,-0.0077,-0.0212,-0.0038,0.0036,-0.0106,-0.9999,0.0168,-0.0093,-0.0181,0.0045,-0.0084,0.0090,0.9999,1.200,1.800,1.000,0.000,0.036096,0.905950,0.015925,0.399683,0.036096,0.905950,0.000000,0.000000,0.000000,0.000000,0.010546,0.160953,0.010546,0.160953,0.010044,0.153288,0.000000,0.000000,0.000502,0.007664,
2017-02-12_16-31-44,1486917104.474571,1,1.131,0.166,0.966,-0.0015,0.0461,0.0347,0.1240,0.1481,0.2658,1.131,0.166,0.966,-0.0039,0.0463,0.0332,-0.0478,0.0322,0.0355,1.134,0.282,1.267,0.0232,0.1625,0.2304,0.0000,0.0000,0.0000,-0.035,0.060,0.910,-0.0092,0.0165,0.0793,0.0000,0.0000,0.0000,0.0075,-0.0077,-0.0212,-0.0038,0.0038,-0.0106,-0.9999,0.0168,-0.0093,-0.0181,0.0045,-0.0084,0.0090,0.9999,1.200,1.800,1.000,0.000,0.036751,0.908432,0.016169,0.399673,0.036751,0.908432,0.000000,0.000000,0.000000,0.000000,0.010644,0.160949,0.010644,0.160949,0.010142,0.153285,0.000000,0.000000,0.000502,0.007664,
2017-02-12_16-31-44,1486917104.484568,1,1.131,0.167,0.967,-0.0030,0.0449,0.0325,-0.5388,-0.0635,0.0894,1.131,0.166,0.966,-0.0039,0.0463,0.0332,-0.0478,0.0322,0.0355,1.134,0.282,1.267,0.0232,0.1625,0.2304,0.0000,0.0000,0.0000,-0.035,0.060,0.910,-0.0092,0.0165,0.0793,0.0000,0.0000,0.0000,0.0085,-0.0078,-0.0213,-0.0038,0.0043,-0.0106,-0.9999,0.0168,-0.0093,-0.0181,0.0045,-0.0084,0.0090,0.9999,1.200,1.800,1.000,0.000,0.039445,0.911088,0.017302,0.399626,0.039445,0.911088,0.000000,0.000000,0.000000,0.000000,0.011102,0.160930,0.011102,0.160930,0.010595,0.153266,0.000000,0.000000,0.000507,0.007664,
2017-02-12_16-31-44,1486917104.494538,1,1.131,0.167,0.967,-0.0046,0.0450,0.0315,-0.1609,0.0149,-0.0960,1.131,0.166,0.966,-0.0039,0.0463,0.0332,-0.0478,0.0322,0.0355,1.135,0.277,1.253,0.0272,0.1468,0.2048,0.0000,0.0000,0.0000,-0.035,0.060,0.910,-0.0092,0.0165,0.0793,0.0000,0.0000,0.0000,0.0089,-0.0078,-0.0214,-0.0039,0.0045,-0.0107,-0.9999,0.0168,-0.0093,-0.0181,0.0045,-0.0084,0.0090,0.9999,1.200,1.800,1.000,0.000,0.039445,0.911088,0.017302,0.399626,0.039445,0.911088,0.000000,0.000000,0.000000,0.000000,0.011125,0.160929,0.011125,0.160929,0.010595,0.153266,0.000000,0.000000,0.000530,0.007663,
2017-02-12_16-31-44,1486917104.504533,1,1.131,0.168,0.967,-0.0076,0.0433,0.0331,-0.2933,-0.1736,0.1597,1.131,0.168,0.967,-0.0032,0.0447,0.0322,0.0163,-0.0407,-0.0248,1.135,0.277,1.253,0.0272,0.1468,0.2048,0.0000,0.0000,0.0000,-0.035,0.060,0.910,-0.0092,0.0165,0.0793,0.0000,0.0000,0.0000,0.0091,-0.0079,-0.0215,-0.0039,0.0046,-0.0107,-0.9999,0.0168,-0.0093,-0.0181,0.0045,-0.0084,0.0090,0.9999,1.200,1.800,1.000,0.000,0.039151,0.913590,0.017126,0.399633,0.039151,0.913590,0.000000,0.000000,0.000000,0.000000,0.011054,0.160932,0.011054,0.160932,0.010525,0.153269,0.000000,0.000000,0.000530,0.007663,
2017-02-12_16-31-44,1486917104.514557,1,1.131,0.168,0.968,-0.0052,0.0444,0.0282,0.2313,0.1070,-0.4888,1.131,0.168,0.967,-0.0032,0.0447,0.0322,0.0163,-0.0407,-0.0248,1.129,0.275,1.246,0.0103,0.1346,0.1905,0.0000,0.0000,0.0000,-0.035,0.060,0.910,-0.0092,0.0165,0.0793,0.0000,0.0000,0.0000,0.0091,-0.0078,-0.0217,-0.0039,0.0046,-0.0108,-0.9999,0.0168,-0.0093,-0.0181,0.0045,-0.0084,0.0090,0.9999,1.200,1.800,1.000,0.000,0.039151,0.913590,0.017126,0.399633,0.039151,0.913590,0.000000,0.000000,0.000000,0.000000,0.011051,0.160932,0.011051,0.160932,0.010525,0.153269,0.000000,0.000000,0.000526,0.007663,
2017-02-12_16-31-44,1486917104.524554,1,1.131,0.169,0.968,-0.0025,0.0452,0.0317,0.2766,0.0864,0.3517,1.131,0.168,0.967,-0.0032,0.0447,0.0322,0.0163,-0.0407,-0.0248,1.125,0.272,1.238,-0.0019,0.1211,0.1755,0.0000,0.0000,0.0000,-0.035,0.060,0.910,-0.0092,0.0165,0.0793,0.0000,0.0000,0.0000,0.0091,-0.0079,-0.0217,-0.0039,0.0046,-0.0108,-0.9999,0.0168,-0.0093,-0.0181,0.0045,-0.0084,0.0090,0.9999,1.200,1.800,1.000,0.000,0.042390,0.914740,0.018516,0.399571,0.042390,0.914740,0.000000,0.000000,0.000000,0.000000,0.011607,0.160907,0.011607,0.160907,0.011081,0.153244,0.000000,0.000000,0.000526,0.007663,
2017-02-12_16-31-44,1486917104.534553,1,1.131,0.170,0.969,0.0003,0.0440,0.0301,0.1621,-0.0952,-0.1103,1.131,0.170,0.969,-0.0022,0.0446,0.0303,0.0259,-0.0014,-0.0466,1.121,0.270,1.230,-0.0115,0.1126,0.1606,0.0000,0.0000,0.0000,-0.035,0.060,0.910,-0.0092,0.0165,0.0793,0.0000,0.0000,0.0000,0.0090,-0.0083,-0.0216,-0.0041,0.0045,-0.0108,-0.9999,0.0168,-0.0093,-0.0181,0.0045,-0.0084,0.0090,0.9999,1.200,1.800,1.000,0.000,0.044980,0.916659,0.019604,0.399519,0.044980,0.916659,0.000000,0.000000,0.000000,0.000000,0.012070,0.160885,0.012070,0.160885,0.011516,0.153223,0.000000,0.000000,0.000554,0.007662,
2017-02-12_16-31-44,1486917104.544553,1,1.131,0.170,0.969,-0.0008,0.0442,0.0333,-0.1180,0.0174,0.3248,1.131,0.170,0.969,-0.0022,0.0446,0.0303,0.0259,-0.0014,-0.0466,1.121,0.270,1.230,-0.0115,0.1126,0.1606,0.0000,0.0000,0.0000,-0.035,0.060,0.910,-0.0092,0.0165,0.0793,0.0000,0.0000,0.0000,0.0092,-0.0086,-0.0215,-0.0043,0.0047,-0.0107,-0.9999,0.0168,-0.0093,-0.0181,0.0045,-0.0084,0.0090,0.9999,1.200,1.800,1.000,0.000,0.047196,0.917846,0.020541,0.399472,0.047196,0.917846,0.000000,0.000000,0.000000,0.000000,0.012467,0.160865,0.012467,0.160865,0.011891,0.153204,0.000000,0.000000,0.000576,0.007661,
2017-02-12_16-31-44,1486917104.554558,1,1.131,0.170,0.969,-0.0029,0.0452,0.0323,-0.2038,0.1046,-0.1073,1.131,0.170,0.969,-0.0022,0.0446,0.0303,0.0259,-0.0014,-0.0466,1.121,0.270,1.230,-0.0115,0.1126,0.1606,0.0000,0.0000,0.0000,-0.035,0.060,0.910,-0.0092,0.0165,0.0793,0.0000,0.0000,0.0000,0.0090,-0.0090,-0.0215,-0.0045,0.0045,-0.0108,-0.9999,0.0168,-0.0093,-0.0181,0.0045,-0.0084,0.0090,0.9999,1.200,1.800,1.000,0.000,0.047196,0.917846,0.020541,0.399472,0.047196,0.917846,0.000000,0.000000,0.000000,0.000000,0.012485,0.160864,0.012485,0.160864,0.011891,0.153204,0.000000,0.000000,0.000595,0.007660,
2017-02-12_16-31-44,1486917104.564540,1,1.130,0.171,0.970,-0.0030,0.0461,0.0320,-0.0072,0.0882,-0.0262,1.131,0.170,0.969,-0.0022,0.0446,0.0303,0.0259,-0.0014,-0.0466,1.117,0.267,1.217,-0.0215,0.0972,0.1376,0.0000,0.0000,0.0000,-0.035,0.060,0.910,-0.0092,0.0165,0.0793,0.0000,0.0000,0.0000,0.0076,-0.0094,-0.0216,-0.0047,0.0039,-0.0108,-0.9999,0.0168,-0.0093,-0.0181,0.0045,-0.0084,0.0090,0.9999,1.200,1.800,1.000,0.000,0.047196,0.917846,0.020541,0.399472,0.047196,0.917846,0.000000,0.000000,0.000000,0.000000,0.012485,0.160864,0.012485,0.160864,0.011891,0.153204,0.000000,0.000000,0.000595,0.007660,
2017-02-12_16-31-44,1486917104.574563,1,1.130,0.171,0.970,-0.0017,0.0443,0.0270,0.1228,-0.1782,-0.4995,1.130,0.171,0.970,-0.0021,0.0449,0.0311,0.0016,0.0077,0.0209,1.112,0.264,1.217,-0.0358,0.0851,0.1340,0.0000,0.0000,0.0000,-0.035,0.060,0.910,-0.0092,0.0165,0.0793,0.0000,0.0000,0.0000,0.0052,-0.0097,-0.0217,-0.0048,0.0026,-0.0108,-0.9999,0.0168,-0.0093,-0.0181,0.0045,-0.0084,0.0090,0.9999,1.200,1.800,1.000,0.000,0.049813,0.919944,0.021627,0.399415,0.049813,0.919944,0.000000,0.000000,0.000000,0.000000,0.012920,0.160841,0.012920,0.160841,0.012325,0.153181,0.000000,0.000000,0.000595,0.007660,
2017-02-12_16-31-44,1486917104.584554,1,1.130,0.172,0.970,0.0004,0.0519,0.0206,0.1693,0.7100,-0.0560,1.130,0.171,0.970,-0.0021,0.0449,0.0311,0.0016,0.0077,0.0209,1.112,0.264,1.217,-0.0358,0.0851,0.1340,0.0000,0.0000,0.0000,-0.035,0.060,0.910,-0.0092,0.0165,0.0793,0.0000,0.0000,0.0000,-0.0013,-0.0102,-0.0215,-0.0051,-0.0006,-0.0107,-0.9999,0.0168,-0.0093,-0.0181,0.0045,-0.0084,0.0090,0.9999,1.200,1.800,1.000,0.000,0.052806,0.921596,0.022882,0.399345,0.052806,0.921596,0.000000,0.000000,0.000000,0.000000,0.013443,0.160812,0.013443,0.160812,0.012827,0.153153,0.000000,0.000000,0.000616,0.007659,
2017-02-12_16-31-44,1486917104.594558,1,1.131,0.173,0.971,0.0038,0.0539,0.0206,0.3338,0.2012,-0.0030,1.130,0.171,0.970,-0.0021,0.0449,0.0311,0.0016,0.0077,0.0209,1.104,0.261,1.223,-0.0589,0.0720,0.1407,0.0000,0.0000,0.0000,-0.037,0.064,0.923,-0.0096,0.0189,0.0652,0.0000,0.0000,0.0000,-0.0047,-0.0105,-0.0212,-0.0053,-0.0023,-0.0106,-0.9999,0.0180,-0.0060,-0.0189,0.0029,-0.0090,0.0094,0.9999,1.200,1.800,1.000,0.000,0.052806,0.921596,0.022882,0.399345,0.052806,0.921596,0.000000,0.000000,0.000000,0.000000,0.013468,0.160811,0.013468,0.160811,0.012827,0.153153,0.000000,0.000000,0.000641,0.007658,
2017-02-12_16-31-44,1486917104.604555,1,1.130,0.173,0.971,-0.0018,0.0488,0.0252,-0.5567,-0.5117,0.4619,1.130,0.173,0.971,0.0003,0.0498,0.0219,0.0597,0.1224,-0.2315,1.104,0.261,1.223,-0.0589,0.0720,0.1407,0.0000,0.0000,0.0000,-0.037,0.064,0.923,-0.0096,0.0189,0.0652,0.0000,0.0000,0.0000,-0.0080,-0.0106,-0.0211,-0.0054,-0.0039,-0.0106,-0.9999,0.0180,-0.0060,-0.0189,0.0029,-0.0090,0.0094,0.9999,1.200,1.800,1.000,0.000,0.057396,0.923360,0.024816,0.399229,0.057396,0.923360,0.000000,0.000000,0.000000,0.000000,0.014407,0.159776,0.014407,0.159776,0.013766,0.152119,0.000000,0.000000,0.000641,0.007658,
2017-02-12_16-31-44,1486917104.614553,1,1.130,0.174,0.971,-0.0028,0.0508,0.0259,-0.0954,0.2031,0.0685,1.130,0.173,0.971,0.0003,0.0498,0.0219,0.0597,0.1224,-0.2315,1.100,0.257,1.222,-0.0708,0.0575,0.1366,0.0000,0.0000,0.0000,-0.037,0.064,0.923,-0.0096,0.0189,0.0652,0.0000,0.0000,0.0000,-0.0110,-0.0107,-0.0211,-0.0054,-0.0054,-0.0106,-0.9999,0.0180,-0.0060,-0.0189,0.0029,-0.0090,0.0094,0.9999,1.200,1.800,1.000,0.000,0.057396,0.923360,0.024816,0.399229,0.057396,0.923360,0.000000,0.000000,0.000000,0.000000,0.014454,0.159725,0.014454,0.159725,0.013766,0.152119,0.000000,0.000000,0.000688,0.007606,
2017-02-12_16-31-44,1486917104.624554,1,1.130,0.174,0.971,-0.0016,0.0513,0.0218,0.1180,0.0492,-0.4083,1.130,0.173,0.971,0.0003,0.0498,0.0219,0.0597,0.1224,-0.2315,1.093,0.253,1.222,-0.0895,0.0464,0.1356,0.0000,0.0000,0.0000,-0.037,0.064,0.923,-0.0096,0.0189,0.0652,0.0000,0.0000,0.0000,-0.0132,-0.0108,-0.0211,-0.0055,-0.0066,-0.0106,-0.9999,0.0180,-0.0060,-0.0189,0.0029,-0.0090,0.0094,0.9999,1.200,1.800,1.000,0.000,0.060270,0.925949,0.025981,0.399155,0.060270,0.925949,0.000000,0.000000,0.000000,0.000000,0.014920,0.159695,0.014920,0.159695,0.014232,0.152089,0.000000,0.000000,0.000688,0.007606,
2017-02-12_16-31-44,1486917104.634508,1,1.130,0.175,0.972,0.0040,0.0540,0.0265,0.3481,-0.1115,0.3743,1.130,0.175,0.972,0.0001,0.0528,0.0242,-0.0055,0.0746,0.0581,1.085,0.252,1.221,-0.1110,0.0414,0.1335,0.0000,0.0000,0.0000,-0.037,0.064,0.923,-0.0096,0.0189,0.0652,0.0000,0.0000,0.0000,-0.0179,-0.0107,-0.0210,-0.0055,-0.0089,-0.0106,-0.9999,0.0180,-0.0060,-0.0189,0.0029,-0.0090,0.0094,0.9999,1.200,1.800,1.000,0.000,0.064305,0.927992,0.027651,0.399043,0.064305,0.927992,0.000000,0.000000,0.000000,0.000000,0.015612,0.159649,0.015612,0.159649,0.014900,0.152044,0.000000,0.000000,0.000712,0.007604,
2017-02-12_16-31-44,1486917104.644567,1,1.131,0.176,0.972,0.0047,0.0551,0.0293,0.0679,0.1077,0.2849,1.130,0.175,0.972,0.0001,0.0528,0.0242,-0.0055,0.0746,0.0581,1.079,0.248,1.222,-0.1267,0.0281,0.1344,0.0000,0.0000,0.0000,-0.037,0.064,0.923,-0.0096,0.0189,0.0652,0.0000,0.0000,0.0000,-0.0201,-0.0108,-0.0208,-0.0055,-0.0100,-0.0105,-0.9999,0.0180,-0.0060,-0.0189,0.0029,-0.0090,0.0094,0.9999,1.200,1.800,1.000,0.000,0.069218,0.928650,0.029732,0.398893,0.069218,0.928650,0.000000,0.000000,0.000000,0.000000,0.016477,0.159586,0.016477,0.159586,0.015732,0.151984,0.000000,0.000000,0.000745,0.007602,
2017-02-12_16-31-44,1486917104.654557,1,1.131,0.177,0.972,0.0021,0.0586,0.0266,-0.2646,0.3532,-0.2706,1.130,0.175,0.972,0.0001,0.0528,0.0242,-0.0055,0.0746,0.0581,1.079,0.248,1.222,-0.1267,0.0281,0.1344,0.0000,0.0000,0.0000,-0.037,0.064,0.923,-0.0096,0.0189,0.0652,0.0000,0.0000,0.0000,-0.0222,-0.0106,-0.0207,-0.0054,-0.0110,-0.0104,-0.9999,0.0180,-0.0060,-0.0189,0.0029,-0.0090,0.0094,0.9999,1.200,1.800,1.000,0.000,0.072814,0.931334,0.031178,0.398783,0.072814,0.931334,0.000000,0.000000,0.000000,0.000000,0.017097,0.159539,0.017097,0.159539,0.016311,0.151940,0.000000,0.000000,0.000787,0.007599,
2017-02-12_16-31-44,1486917104.664563,1,1.131,0.177,0.973,-0.0004,0.0590,0.0194,-0.2480,0.0371,-0.7218,1.130,0.175,0.972,0.0001,0.0528,0.0242,-0.0055,0.0746,0.0581,1.075,0.245,1.224,-0.1345,0.0198,0.1349,0.0000,0.0000,0.0000,-0.037,0.064,0.923,-0.0096,0.0189,0.0652,0.0000,0.0000,0.0000,-0.0243,-0.0106,-0.0207,-0.0054,-0.0121,-0.0104,-0.9999,0.0180,-0.0060,-0.0189,0.0029,-0.0090,0.0094,0.9999,1.200,1.800,1.000,0.000,0.072814,0.931334,0.031178,0.398783,0.072814,0.931334,0.000000,0.000000,0.000000,0.000000,0.017126,0.159537,0.017126,0.159537,0.016311,0.151940,0.000000,0.000000,0.000816,0.007597,
2017-02-12_16-31-44,1486917104.674571,1,1.131,0.178,0.973,-0.0025,0.0595,0.0235,-0.2110,0.0493,0.4083,1.131,0.178,0.973,0.0010,0.0581,0.0247,0.0224,0.1310,0.0118,1.075,0.245,1.224,-0.1345,0.0198,0.1349,0.0000,0.0000,0.0000,-0.037,0.064,0.923,-0.0096,0.0189,0.0652,0.0000,0.0000,0.0000,-0.0268,-0.0106,-0.0208,-0.0054,-0.0133,-0.0105,-0.9998,0.0180,-0.0060,-0.0189,0.0029,-0.0090,0.0094,0.9999,1.200,1.800,1.000,0.000,0.075191,0.932995,0.032132,0.398707,0.075191,0.932995,0.000000,0.000000,0.000000,0.000000,0.017508,0.159507,0.017508,0.159507,0.016692,0.151910,0.000000,0.000000,0.000816,0.007597,
2017-02-12_16-31-44,1486917104.684557,1,1.131,0.179,0.973,0.0019,0.0663,0.0267,0.5889,0.2280,0.1317,1.131,0.178,0.973,0.0010,0.0581,0.0247,0.0224,0.1310,0.0118,1.079,0.247,1.217,-0.1109,0.0254,0.1187,0.0000,0.0000,0.0000,-0.037,0.064,0.923,-0.0096,0.0189,0.0652,0.0000,0.0000,0.0000,-0.0315,-0.0104,-0.0206,-0.0054,-0.0157,-0.0104,-0.9998,0.0180,-0.0060,-0.0189,0.0029,-0.0090,0.0094,0.9999,1.200,1.800,1.000,0.000,0.075191,0.932995,0.032132,0.398707,0.075191,0.932995,0.000000,0.000000,0.000000,0.000000,0.017527,0.159505,0.017527,0.159505,0.016692,0.151910,0.000000,0.000000,0.000835,0.007595,
2017-02-12_16-31-44,1486917104.694556,1,1.131,0.180,0.974,0.0087,0.0685,0.0233,0.6843,0.2122,-0.3380,1.131,0.178,0.973,0.0010,0.0581,0.0247,0.0224,0.1310,0.0118,1.083,0.249,1.209,-0.0908,0.0294,0.1036,0.0000,0.0000,0.0000,-0.037,0.064,0.923,-0.0096,0.0189,0.0652,0.0000,0.0000,0.0000,-0.0331,-0.0103,-0.0205,-0.0053,-0.0165,-0.0103,-0.9998,0.0180,-0.0060,-0.0189,0.0029,-0.0090,0.0094,0.9999,1.200,1.800,1.000,0.000,0.072822,0.931683,0.031170,0.398784,0.072822,0.931683,0.000000,0.000000,0.000000,0.000000,0.017142,0.159536,0.017142,0.159536,0.016307,0.151940,0.000000,0.000000,0.000835,0.007595,
2017-02-12_16-31-44,1486917104.704555,1,1.131,0.180,0.974,0.0079,0.0717,0.0237,-0.0823,0.3242,0.0423,1.131,0.180,0.974,0.0036,0.0676,0.0248,0.0668,0.2396,0.0025,1.083,0.249,1.209,-0.0908,0.0294,0.1036,0.0000,0.0000,0.0000,-0.037,0.064,0.923,-0.0096,0.0189,0.0652,0.0000,0.0000,0.0000,-0.0345,-0.0100,-0.0204,-0.0052,-0.0172,-0.0103,-0.9998,0.0180,-0.0060,-0.0189,0.0029,-0.0090,0.0094,0.9999,1.200,1.800,1.000,0.000,0.070136,0.930795,0.030055,0.398869,0.070136,0.930795,0.000000,0.000000,0.000000,0.000000,0.016677,0.159572,0.016677,0.159572,0.015862,0.151975,0.000000,0.000000,0.000815,0.007597,
2017-02-12_16-31-44,1486917104.714560,1,1.131,0.181,0.974,0.0054,0.0710,0.0262,-0.2456,-0.0675,0.2414,1.131,0.180,0.974,0.0036,0.0676,0.0248,0.0668,0.2396,0.0025,1.083,0.249,1.209,-0.0908,0.0294,0.1036,0.0000,0.0000,0.0000,-0.037,0.064,0.923,-0.0096,0.0189,0.0652,0.0000,0.0000,0.0000,-0.0364,-0.0100,-0.0202,-0.0052,-0.0181,-0.0102,-0.9998,0.0180,-0.0060,-0.0189,0.0029,-0.0090,0.0094,0.9999,1.200,1.800,1.000,0.000,0.070136,0.930795,0.030055,0.398869,0.070136,0.930795,0.000000,0.000000,0.000000,0.000000,0.016655,0.159573,0.016655,0.159573,0.015862,0.151975,0.000000,0.000000,0.000793,0.007599,
2017-02-12_16-31-44,1486917104.724556,1,1.131,0.182,0.974,-0.0002,0.0750,0.0270,-0.5627,0.3998,0.0834,1.131,0.180,0.974,0.0036,0.0676,0.0248,0.0668,0.2396,0.0025,1.089,0.254,1.211,-0.0631,0.0425,0.1002,0.0000,0.0000,0.0000,-0.037,0.064,0.923,-0.0096,0.0189,0.0652,0.0000,0.0000,0.0000,-0.0382,-0.0100,-0.0201,-0.0052,-0.0190,-0.0101,-0.9998,0.0180,-0.0060,-0.0189,0.0029,-0.0090,0.0094,0.9999,1.200,1.800,1.000,0.000,0.070136,0.930795,0.030055,0.398869,0.070136,0.930795,0.000000,0.000000,0.000000,0.000000,0.016655,0.159573,0.016655,0.159573,0.015862,0.151975,0.000000,0.000000,0.000793,0.007599,
2017-02-12_16-31-44,1486917104.734549,1,1.131,0.184,0.975,0.0026,0.0823,0.0193,0.1752,0.3147,-0.4220,1.131,0.184,0.975,0.0022,0.0769,0.0240,-0.0367,0.2315,-0.0194,1.097,0.256,1.204,-0.0322,0.0476,0.0846,0.0000,0.0000,0.0000,-0.037,0.064,0.923,-0.0096,0.0189,0.0652,0.0000,0.0000,0.0000,-0.0409,-0.0100,-0.0198,-0.0052,-0.0204,-0.0100,-0.9997,0.0180,-0.0060,-0.0189,0.0029,-0.0090,0.0094,0.9999,1.200,1.800,1.000,0.000,0.066625,0.927442,0.028661,0.398972,0.066625,0.927442,0.000000,0.000000,0.000000,0.000000,0.016097,0.159614,0.016097,0.159614,0.015304,0.152016,0.000000,0.000000,0.000793,0.007599,
2017-02-12_16-31-44,1486917104.744552,1,1.131,0.184,0.975,0.0064,0.0872,0.0229,0.3803,0.4871,0.3564,1.131,0.184,0.975,0.0022,0.0769,0.0240,-0.0367,0.2315,-0.0194,1.097,0.256,1.204,-0.0322,0.0476,0.0846,0.0000,0.0000,0.0000,-0.037,0.064,0.923,-0.0096,0.0189,0.0652,0.0000,0.0000,0.0000,-0.0424,-0.0099,-0.0197,-0.0052,-0.0212,-0.0099,-0.9997,0.0180,-0.0060,-0.0189,0.0029,-0.0090,0.0094,0.9999,1.200,1.800,1.000,0.000,0.061706,0.926210,0.026590,0.399115,0.061706,0.926210,0.000000,0.000000,0.000000,0.000000,0.015241,0.159674,0.015241,0.159674,0.014475,0.152073,0.000000,0.000000,0.000765,0.007601,
2017-02-12_16-31-44,1486917104.754577,1,1.131,0.185,0.975,0.0053,0.0862,0.0281,-0.1097,-0.1030,0.5209,1.131,0.184,0.975,0.0022,0.0769,0.0240,-0.0367,0.2315,-0.0194,1.106,0.259,1.201,-0.0018,0.0537,0.0751,0.0000,0.0000,0.0000,-0.037,0.064,0.923,-0.0096,0.0189,0.0652,0.0000,0.0000,0.0000,-0.0437,-0.0098,-0.0195,-0.0051,-0.0218,-0.0099,-0.9997,0.0180,-0.0060,-0.0189,0.0029,-0.0090,0.0094,0.9999,1.200,1.800,1.000,0.000,0.061706,0.926210,0.026590,0.399115,0.061706,0.926210,0.000000,0.000000,0.000000,0.000000,0.015199,0.159677,0.015199,0.159677,0.014475,0.152073,0.000000,0.000000,0.000724,0.007604,
2017-02-12_16-31-44,1486917104.764553,1,1.131,0.186,0.976,0.0102,0.0897,0.0271,0.4959,0.3484,-0.1049,1.131,0.184,0.975,0.0022,0.0769,0.0240,-0.0367,0.2315,-0.0194,1.106,0.259,1.201,-0.0018,0.0537,0.0751,0.0000,0.0000,0.0000,-0.037,0.064,0.923,-0.0096,0.0189,0.0652,0.0000,0.0000,0.0000,-0.0444,-0.0097,-0.0193,-0.0050,-0.0221,-0.0098,-0.9997,0.0180,-0.0060,-0.0189,0.0029,-0.0090,0.0094,0.9999,1.200,1.800,1.000,0.000,0.056674,0.924411,0.024477,0.399250,0.056674,0.924411,0.000000,0.000000,0.000000,0.000000,0.014354,0.159731,0.014354,0.159731,0.013630,0.152127,0.000000,0.000000,0.000724,0.007604,
